Handle,Call number,Accession number,Creator,Title,Variant Titles,Place of origin,Publisher,"Date, created","Date, depicted","Date, key",Physical description,Materials,Language,Language of cataloging,Notes,Abstract,Associated Names,"Subject, topic","Subject, geographic","Subject, geographic code",Period/Style,Culture,Scale,Projection,Coordinates,Genre,Type of resource,Yale Collection,Original Repository,Access Restrictions,Rights,OrbisBibID,Orbis Barcode,Finding Aid,Related Exhibit or Resource,Classroom use,"Part of, group","Note, extended",Handle,_Filename,Job Information,Gallery,Citation,Digital format,Donor,Vendor,Previous Call Number,Series,Fund Code,Price,Memoranda,Order Type,Date to Cataloging,Date returned to Beinecke,Monograph Titles,Monograph Volumes,Serial Titles,Serial Volumes,Ephemera,Manuscript items,Manuscript Linear Feet,Non-book format,Accession Material,Accession auto number,ISBN,ISSN,Item Permission ,Keywords,Studio Notes,"Subject, local",Digital Collection,Order Type,"Date, Created ISO",Other Dates,Tribe,Events,Placeholder,Content Type,"Coordinates, West bounding","Coordinates, East bounding","Coordinates, North bounding","Coordinates, South bounding","Subject, hierarchical geographic -- Country","Subject, hierarchical geographic -- State","Subject, hierarchical geographic -- County","Subject, hierarchical geographic -- City","Subject, hierarchical geographic -- City Section",Copyright Date,Purpose,Related Link,Funding source,EAD Snippet,Complex Hierarchy,MDfive Checksum,Breadcrumb trail,int Start Year,int End Year,Number of Scans,HYDRA - embed tag,HYDRA - embed tag note,FindIT View Type
http://hdl.handle.net/10079/digcoll/24100,Incunabula +S-465 (Goff),BM1479,"Serapion, Johannes, the Elder, 9th century",Breviarum medicinae.,,Venice,Reynaldus de Novimagio,1 August 1479,,,[150] leaves ; 29 cm.,,Latin ,,"Dealers' descriptions pasted onto back cover (1959) say Johannes Serapion Senior is Jahiah Ben Serabi, 802-849.|Leaf a1 (blank) preceded by seven others filled with manuscript notes in a contemporary hand.|Signatures: a8, b8, c6, d8-h8, hh8, i8, k6, l8, m6, n8, o6, p6, q8-t8.",,,"Incunabula in Yale Library |Materia medica--Early works to 1800 |Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4217442,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4217442,,,,"Hain-Copinger 14693*|Klebs 911.1 (II), 912.1|Proctor 4434",,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1479-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/24431,Classics,KQv1.1593,"Avicenna, 980-1037 ",Kitāb al-Qānūn fī al-tibb ...,كتاب القانون في الطب ...,Romae,In Typographia Medicea,1593,,,1v. in 2. ; 35 cm.,,Arabic ,,"His canon of medicine, followed (with separate half-title and individual paging) by his Kitab al-naja (an abridgment of his philosophical work entitled Kitab al-shifa).|Includes the author's Kitāb al-Najāt, an abridgement of his larger work, Kitāb al-Shifā.|Title transliterated.  Text and title page, except for imprint, are in Arabic.",,,,,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4770566,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4770566,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1593-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/25068,MINI Classics,AAMS1532,"Avicenna, 980-1037 |Mantino, Jacob, d. 1549?","Avicennae arabis medicorum ob succinctam breuitatis copiá, facile principis quarta fen, primi: de vniuersali ratione medēdi. Interprete Iacob Mātino ...",,Parisiis,in officina Clavdii Chevallonii,1532,,,64 l. 17 cm.,,Latin ,,,,,"Medicine, Arab ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1819851,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1819851,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1532-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/25554,Classics Avicenna,LGLxxxx,"Giacchini, Leonardo","Leonardi Giachini ... libellvs [adversvs Mesvem, et vvlgares medicos omnes]. Cuius est scopus, quantum detrimenti bonis literis afferat, omissa ratione, aliorum scriptis temere subscribere.",,,,,,,,,Latin ,,"The author criticises the Arab physicians, particularly Avicenna, for corrupting the medical practices of the Greeks.",,Pseudo-Mesuë ,"Medicine, Arab |Medicine, Greek and Roman ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1932518,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1932518,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1534-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/25699,k19thCent 16th cent +,EAN1505,"Nifo, Agostino, ca. 1473-1545?",Euthici Augustini Niphi ... Auerroys de mixtione defensio ad etatis nostre decus episcopu Alarinensem Iacobu de Petruciis dei ac nature interpretez ...,,Venetijs ...,expensis heredu ... Octauiani Scoti ... per Bonetum Locatellum ...,1505,,,6 numb. l. 31 cm.,,Latin ,,,,,"Medicine, Arab ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1804874,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1804874,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1505-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/25720,Inoc Vac,JWAH1766,"Channing, Johannis |Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925?","Rhazes de variolis et morbillis : Arabice et Latine ; cum aliis nonnullis eiusdem argumenti / cura et impensis Iohannis Channing, natu et civitate Londinensis.",De variolis et morbillis.|Jadarī wa-al-ḥasbah. Latin & Arabic,Londini,Excudebat Guilielmus Bowyer,1766,,,"xiv, [2], 276 p. ; 22 cm.",,Arabic |Latin ,,Errata: [2] p.|Includes bibliographical references.,,,"Measles--Early works to 1800 |Medicine, Arab |Smallpox--Early works to 1856 ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1911274,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1911274,,,,"Osler, W. Bib. Osleriana, 455.",,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1766-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/26025,Manuscript Persian 16,MP1616xxxx,,Kitāb ʻAyn al-Ḥayāt Iskandarī.,كتاب عين الحياة اسكندري.,S.l.,s.n.,16--?,,,[175] leaves ; 20 cm.,,Persian ,,"Anonymous treatise on medicine in Persian, assigned to a certain ʻAyn al-Ḥayat Iskandarī who may or may not have been a real person. Another copy in the Bibliothèque Nationale at Paris (Catalogue des manuscrits persans, par E. Blochet, no. 874). Undated ca. 17th cent. in fair taʻlīq writing. Seems to be incomplete at the end. 175 leaves; 20x15 cm.; the written surface measures 14x7.5 cm; 15 line to the page; commentaries on the margins of most pages.|Manuscript.|Persian.",,,"Medicine, Arab |Medicine, Medieval |Medicine, Persian |Medicine--Early works to 1800 |Therapeutics--Early works to 1800 ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6725168,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/6725168,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1616-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/27171,Manuscript 20 Vault,HAPG1370,"Áli ibn Riḑwãn, d. ca. 1068|Galen|Hippocrates","[Hippocrates Aphorismi, Prognostica, De regimine acutorum : cum comment. Galeni ; Ali Ibn Ridwan Commentum super Tegni Galeni.",Articella.,Northern Italy [Padua?],,ca. 1370,,,[143] leaves ; 29 cm.,,Latin ,,"Formerly owned by the Bibliothek des Stiftes (Melk, Austria); acquired by Dr. Cushing in January, 1938 from E. P. Goldsmith & Co. (London).|Manuscript wrtten in ink on vellum, with stamped calf binding over wooden boards; includes brass bosses and clasp catches, red and blue initials, and red underlining.",,"Cushing, Harvey,--1869-1939--Ownership ","Medicine, Medieval |Medicine--Manuscripts |Medicine--Study and teaching ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4677245,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4677245,,,,"Faye, C. and Bond, W. Supplement to the Census, 1962, page 57, 20|The Harvey Cushing Collection of Books and Manuscripts, 1943, Manuscript 7",,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1370-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/27461,Manuscript Persian 13,DMA16xx,"Rūmī, ʻAlī Jaʻfar. Dar Aʻmāl-i asṭurlāb|Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, 1201-1274|رومي، علي جعفر. درأعمال أسطرلاب|طوسي، ناصر الدين محمد بن محمد، 1201-1274 ",Dar maʻrifat-i asṭurlāb / az taṣānīf-i Naṣīr al-Dīn Muḥammad al-Ṭūsī.,Az ṣanāyiʻ asụrlāb.|Bīst bāb dar maʻrifat-i asṭurlāb|Fī ṣināʻat asṭrulāb.|Rāk mālā.|Risālah-i bīst bāb dar maʻrifat-i asṭurlāb|در معرفت أسطرلاب / از تصانيف نصير الدين محمد الطوسي.|رساله بيست باب در معرفة أسطرلاب,S.l.,s.n.,16--?,,,15 leaves : ill. ; 22 cm.,,Persian ,,"Also known as Risālah-i bīst bāb dar maʻrifat-i asṭurlāb.|Copied ca. 11 cent. H./17 cent. CE. in midium size taʻlīq. The 15 folios measure 13x21.5 cm; the written surface measuring 10x19 cm. is ruled with red lines; 21 lines per page; marginalia; red catchwords and headings on bottom of page; simple drawings; laid paper is light brown and glazed; the leather binding without flap is blind stamped. Ref. GAL I, 512 #48. Provenance: Cushing Persian Ms. 13/2.|Manuscript.|Persian.|Preceded by 6 folios of anatomical drawings with few persian labels. Provenance: Cushing: Persian Ms. 13/1.|With: Dar Aʻmāl-i asṭurlāb / by ʻAlī Jaʻfar Rūmī; also known as Az ṣanāyiʻ asụrlāb, or Fī ṣināʻat asṭrulāb; written or copied ca. XI cent. H./XVII cent. CE. in medium size nastaʻlīq. Incipit: سپاس وستائش مر صانع قديم وقادر حكيم راكه. Followed by various anonymous and fragmentary materials. Based on notes made by E. Savage-Smith in March 1988 these are: fols. 29v-30v Faṣl on astrology (Falak al-burūj); fols. 31r-47r: 3 faṣls on the constellations, illustrated with star systems in the form of animasls, mostly in blue; fols. 48v-50v: magical and divinatory chapter (ʻIlm al-ḥurūf) and a poem attributed to Rūmī; fols. 51r-66v: a treatise on geomancy (raml) attributed to Daniel (Cf. Ullmann< Die natur-und Geheimwissenschaften, P. 344); fols. 67r-69v: Rāk māla. Provenance: Cushing Persian Ms. 13/3.",,,Astrolabes ,,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",6695191,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/6695191,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1600-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/27615,Incunabula J-439 (Goff),CSNA1490,"Jean, de Tournemire, ca. 1330-ca. 1396 |Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925? ",Clarificatorium super nono Almansoris cum textu Rhasis.,,Lyons,Johannes Trechsel,17 June 1490,,,"[1], CLIX, [2] leaves ; 25 cm.",,Latin ,,"Includes some red and blue lettering.|Med: Contemporary German binding. Described by Scott Husby, 2010.",,"Cushing, Harvey,--1869-1939.--Ownership |Pol, Nicolaus,--ca. 1470-1532.--Ownership ","Incunabula in Yale Library |Medicine, Arab |Medicine, Medieval ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4085611,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4085611,,,,Hain-Copinger 15551*|Klebs 984.1|Proctor 8598,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1490-00-00T00:00:00Z,,,,,Archives or Manuscripts ,,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/27947,Incunabula +R-180 (Goff),LAJA1493,"Arcolani, Giovanni, d. 1484 |Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925? |Sanseverinus, Elyanorus |Turianus, Hieronymus, d. 1506 ",Liber nonus ad Almansorem : cum expositione Joannis Arculani.,,Venice,"Bernardinus Stagninus, de Tridino",12 November 1493,,,164 leaves ; 33 cm.,,Latin ,,Edited by Hieronymus Turianus and Elyanorus Sanseuerinus.|Yale Med copy imperfect: leaves 1 and 158 wanting.,,"Fulton, John F.--(John Farquhar),--1899-1960--Ownership ","Incunabula in Yale Library |Medicine, Arab |Medicine, Medieval ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4196802,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4196802,,,,Hain-Copinger 13899*|Klebs 79.2,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1493-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/28284,Incunabula ++J-52 (Goff),ESPC1495,"Benzi, Ugo, 1376-1439. Questiones. 1495 |Jacobus, de Forlivio, -1413 ",Expositio super primo Canonis Avicenne : cum questionibus eiusdem / Jacobi Forliviensis.,,Venice,"Bonetus Locatellus, for Octavianus Scotus",25 September 1495,,,"126, 36 leaves ; 43 cm.",,Latin ,,"""Questiones"", by Ugo Benzi: 36 leaves, at end.",,,"Incunabula in Yale Library |Medicine, Arab |Medicine, Medieval ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4095602,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4095602,,,,Hain-Copinger (Add) 7245|Klebs 548.4,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1495-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/28617,Incunabula +R-176 (Goff)|Incunabula +R-176 (Goff) c. 2,LA1497,"Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925? ",Liber ad Almansorem [with twenty-two other medical tracts].,,[Venice],"Bonetus Locatellus, for Octavianus Scotus",7 October 1497,,,159 leaves ; 31 cm.,,Latin ,,"Table of contents printed on first leaf.|Yale Med copy 1 has a later German binding. Described by Scott Husby, 2010,",,"Cushing, Harvey,--1869-1939.--Ownership (copy 2) |Klebs, Arnold C.--(Arnold Carl),--1870-1943.--Ownership ","Incunabula in Yale Library |Medicine, Arab |Medicine, Medieval ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4194471,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4194471,,,,Hain-Copinger 13893*|Klebs 826.2|Proctor 5082,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1497-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/28948,Incunabula +A-1411 (Goff),Coll1482,"Averroës, 1126-1198 ",Colliget.,,Ferrara,Laurentius de Rubeis et Socii,5 October 1482,,,[116] leaves ; 31 cm.,,Latin ,,"""Variant known, with colophon naming Venice as the place of printing."" cf. Goff; Yale Med copy lists Venice in colophon on leaf 114.|Med: Contemporary Italian binding. Described by Scott Husby, 2010.",,,"Incunabula in Yale Library |Medicine, Arab |Medicine, Medieval ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",4022010,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/4022010,,,,Hain-Copinger 2189|Klebs 128.1|Pellechet 1655,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1482-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/29624,\Classics|Classics,LTMN1523,"Capella, Michael de |Majūsī, ʻAlī ibn al-ʻAbbās, 10th/11th cent ","Liber totius medicine necessaria co[n]tinens / quem ... Haly filius Abbas ... edidit, regiq[ue] inscripsit, vnde et Regalis dispositionis nome[n] assumpsit ; et a Stephano ... ex Arabica lingua in Latina[m] satis ornatam reductus ; necnon a ... Michaele d",Kāmil al-ṣināʻah. Latin|Regalis dispositio.,Lugduni [Lyon],Typis Jacobi Myt ...,1523,,,"[8], 5-319, [1] leaves (the last leaf blank) ; 22 cm. (4to)",,Latin ,,"Place of publication and name of publisher from colophon, which also gives the date as: Anno domini millesimo quingentesimo xxiij. die vero xviij. mensis Martij.|Title printed in red and black within ornamental woodcut border; woodcut initials.|Translation of: Kāmil al-ṣināʻah.",,,"Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",861973,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/861973,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1523-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/30614,Classics|MINI Classics,TNRA1534,"Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925? ","Tractatus nonus ad regem Almansorem, de curatione morborum particularium ...",,Parisiis,Apud Simonem Colinaeum,1534,,,56 l. ;  17 cm.,,Latin ,,,,,"Medicine, Arab ",,,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1905434,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1905434,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1534-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/30755,19thCent HV6548 A4 875B,,"Bertherand, E.-L ",Du suicide chez les Musulmans de l'Algérie.,,Alger,V. Aillaud,1875,,,"13, 13 p. 22 cm.",,Arabic |French ,,Text in French and Arabic on facing pages.,,,Arabic language--Texts |Suicide--Algeria ,,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1892617,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1892617,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1875-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/30784,19thCent QK98.5 A43 1881,,"Algiers (Algeria). Bibliothèque. Manuscripts. No. 1,034 |Meyer, Alphonse ","Don précieux aux amis, traitant des qualités des végétaux et des simples. Traduit et annoté par Alphonse Meyer.",,Alger,P. Fontana,1881,,,99 [i.e. 148] p. 49 facsims. 23 cm.,,French ,,"""Extrait du Journal de Médecine et de Pharmacie de l'Algérie.""|Facsimiles interleaved throughout text.|Title in Arabic characters at head of t.p.",,,"Plants, Edible ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1811865,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1811865,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1881-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/30999,Inoc|Inoc Vac|Vac,,"Paulet, Jean-Jacques, 1740-1826 |Rāzī, Abū Bakr Muḥammad ibn Zakarīyā, 865?-925? ","Histoire de la petite vérole : avec les moyens d'en préserver les enfans et d'en arrêter la contagion en France : suivie d'une traduction françoise du Traité de la petite vérole de Rhasés, sur la derniere edition de Londres, arabe & latine / par J.",,Paris,Ganeau,1768,,,2 v. in 1 ; 17 cm.,,French ,,,,,"Rhazes |Smallpox |Smallpox, Inoculation of ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1808059,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1808059,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1768-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/31664,Classics +,,"Ibn Abī Uṣaybiʻah, Aḥmad ibn al-Qāsim, d. 1269 or 70 |Mousley, John, 1771 or 2-1819 ","Abdollatiphi Bagdadensis vita / auctore Ibn Abi Qsaiba ; e codicibus mss. Bodleianis descripsit, et Latine vertit, Johannes Mousley.",,Oxonii,e Typographeo Clarendoniano,1808,,,"vii, 78, [1] p. ; 28 cm.",,Arabic |Latin ,,"Includes bibliographical references and errata leaf.|Latin text, with some material in Arabic.",,"ʻAbd al-Latīf al-Bagndādī, Muwaffaq al-Dīn,--1162-1231 ","Medicine, Arab ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",3055615,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/3055615,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1808-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
http://hdl.handle.net/10079/digcoll/31761,Hist R143 854i,,"Ibn Abī Usaybi'ah, ca. 1203-ca. 1270 |Sanguinetti, B. R ","Premier [-cinquième] extrait de l'ouvrage arabe d'Ibn Aby Ossaibi'ah, sur l'histoire des médecins. Traduction française, accompagnée de notes, par B. R. Sanguinetti.",Extrait de l'ouvrage arabe d'Ibn Aby Ossaibi'ah,Paris,Impr. impériale,1854-1856,,,5 pts. in 1 v.,,French ,,"No more published?|Reprinted from Journal asiatique, 1854-56.|Translation of parts of 'Uyūn al-anbā' fī tabaqāt al-atibbā'.",,,"Medicine, Arab ",,n-cnh-- ,,,,,,,text ,Cushing/Whitney Medical Library ,,,"The use of this image may be subject to the copyright law of the United States (Title 17, United States Code) or to site license or other rights management terms and conditions. The person using the image is liable for any infringement ",1926308,,,,,"Arcadia Fund, 2013 ",,http://hdl.handle.net/10079/bibid/1926308,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Access ,,,,Arabic and Persian Medical Books and Manuscripts ,,1854-00-00T00:00:00Z,,,,,"Books, Journals & Pamphlets ",,,,,,,,,,,,,Arcadia Fund ,,,,,,,,,,
